id,geometry,中心点经度,中心点纬度,地块编号,用地类型,街镇,区县,是否水乡单元,控规单元,area,设施大类,设施小类,覆盖面积,覆盖人数,覆盖地块数
幼195,0106000020E6100000010000000103000000010000001B000000F627488150435E409A260534B31B3F4051A882F651435E4005578013B01B3F40C6343F6D53435E4025E48C58AC1B3F40D676C5DB52435E40F4FFE1CFA91B3F40DC69113D51435E40C93AAB6DAC1B3F404DB2CFA950435E409FB15842AD1B3F40552E832E50435E40FF8CDA72AE1B3F402334FEB84F435E40B8A3586EAF1B3F40E2682C5F4E435E40A831EEF7B11B3F400BDB2DDB4C435E40201D9613B51B3F40FC13FF444C435E40EA930ED9B51B3F403C47461F4B435E40E73D747BB71B3F405F4EDA6849435E40F162C57EBB1B3F4073FE1DD649435E40AA85DB6DBD1B3F4098C9A71948435E4040F0C0E0C21B3F4063651D8947435E40EA827D77C41B3F40DA523ACE46435E4062FDD868C71B3F40AC90A4BA45435E40E24B085CCD1B3F40E2765C9746435E40498CC260CF1B3F40F849C86F47435E405DE82EA2CA1B3F408434039B48435E40BABEF0B1C41B3F404C15114F4A435E40D0A81D5BBF1B3F40417D52D24B435E40ECE27C37BB1B3F40FB0F2DD24C435E400AE1BF5AB91B3F400602105F4D435E407E767F51B81B3F40261109F24E435E406F9FFE7CB51B3F40F627488150435E409A260534B31B3F40,320,230,qdq2035,居住,朱家角镇,青浦区,否,xsf234,631.6511309,教育,托幼,1000,35,2
幼196,0106000020E6100000010000000103000000010000001200000097ADCA46F6415E40866FF97DAA1A3F4097FCD2AAF0415E402D43F0CEA81A3F403F3E7943F0415E401AE97395C61A3F40BB141153EF415E40ED9035D80B1B3F40B3EF70E7F2415E4015DFB8CD121B3F401AA43930FB415E40F7762E352A1B3F406327FB5000425E40B15380353A1B3F40D599DA6303425E40C5FB2E5C1D1B3F4079C7ECE503425E408471C1B41A1B3F40C3D7730F06425E4064CCFECC0B1B3F40C57014650B425E40A664A9CD001B3F40979BE1BA0D425E40908454DEF31A3F400A188CAE0F425E4056EC06FDE61A3F4057AEB0B10E425E40871F58E0E31A3F408ADD10140B425E40B0F95F0ECE1A3F4090DD172206425E40A231DD1AC21A3F404CE7E58BFE415E40662BDC74B11A3F4097ADCA46F6415E40866FF97DAA1A3F40,321,231,qdq2043,居住,朱家角镇,青浦区,否,xsf235,28858.16837,教育,托幼,1000,35,2
幼208,0106000020E6100000010000000103000000010000001200000097ADCA46F6415E40866FF97DAA1A3F4097FCD2AAF0415E402D43F0CEA81A3F40443E7943F0415E401AE97395C61A3F40BB141153EF415E40ED9035D80B1B3F40B3EF70E7F2415E4015DFB8CD121B3F4027A43930FB415E40F7762E352A1B3F406327FB5000425E40B15380353A1B3F40CA99DA6303425E40C5FB2E5C1D1B3F4074C7ECE503425E408471C1B41A1B3F40C8D7730F06425E4064CCFECC0B1B3F40C57014650B425E40A664A9CD001B3F40979BE1BA0D425E40908454DEF31A3F400A188CAE0F425E4056EC06FDE61A3F4057AEB0B10E425E40871F58E0E31A3F4090DD10140B425E40B0F95F0ECE1A3F4090DD172206425E40A231DD1AC21A3F4056E7E58BFE415E406D2BDC74B11A3F4097ADCA46F6415E40866FF97DAA1A3F40,322,232,qdq2085,居住,朱家角镇,青浦区,否,xsf236,28858.16835,教育,托幼,1000,35,2
幼341,0106000020E6100000010000000103000000010000000700000000C0E0C8373C5E40FB9FBC7745FD3E4001001132453C5E4001A06D1C3CFD3E40FFBFBAD8473C5E40FDBFDEA725FD3E4000C0F48D3D3C5E40FC7FAC72D1FC3E400040363C313C5E40F77F3A2EDAFC3E4000C0E0C8373C5E400440681746FD3E4000C0E0C8373C5E40FB9FBC7745FD3E40,323,233,qdq34042,居住,姚庄镇,嘉善县,否,xsf237,16466.76975,教育,托幼,1000,35,2
幼197,0106000020E6100000010000000103000000010000005000000063F259F42D415E40FB346BB5B31B3F4083E0A36C2E415E407EDECAC1A71B3F40A774B9A02E415E4002E12A22971B3F40673BDF9C2E415E4000150CC87F1B3F406F2828932F415E400E8DCACF651B3F40B00A79C730415E408E90A20D551B3F40A853651D31415E40F1A50D934A1B3F406E67CC2231415E407FEB9CED451B3F40FE1D5E0231415E405BD7CDE7431B3F4036AEAAE42B415E404D7AA8D0481B3F40DF9413032B415E4095CD394C421B3F4094CBFF9230415E40E2F4C4F53C1B3F40E271125430415E40E73A1809391B3F40B4A4840C2F415E404B0E4A31271B3F40C85489712E415E40A4C8FBE11B1B3F4071CA980B2D415E403E53FBE00B1B3F40C9711A9D2B415E400144E7DC021B3F40D559235729415E407E9CA6CEF71A3F40A9A2A3B227415E40E507F61BF11A3F4089E23DE825415E4014BAD5EAE61A3F40F5E1419B24415E40B34793AFD31A3F40AC96D24223415E400F0B5DB7BE1A3F404603CAE221415E40133F3BC5B21A3F40F66A0BFC20415E4016D9D3E7AC1A3F4062E50AC61F415E408310F234A21A3F40790CD7951E415E40741CF1CA961A3F40E9978FB31B415E40344420558B1A3F40A93DFCAA19415E401E67919E851A3F40ECA511CE18415E4083987E45851A3F4099E3203F18415E40E41C9229861A3F403D06D82217415E400129C80C8A1A3F400E9E59B614415E40B56AEF61951A3F409FAB898813415E4076F0F2C89B1A3F4026697B5E11415E400B30E3ECA51A3F4080D07DCF0B415E4024D2F3D2BD1A3F4046E7C5BB05415E40928013C5DC1A3F40CFAFC95AFF405E402144B563FA1A3F407472A0BAFC405E402410C198061B3F407D33AD45F9405E40D6BAB3AF1A1B3F40B9667468F7405E407018BDA2261B3F4053633B8BF5405E407555C595321B3F40F7BEA942F4405E40F5F5813E3A1B3F408014DC51F7405E405F82B023401B3F400C440520F7405E4075FCABFB411B3F40F611033BF3405E406169A3BC3C1B3F40CCD9B7D2EF405E4021FC3968371B3F40EA00057CEC405E40ED512A51321B3F40A4F6F0CBEB405E403D8ABDF7321B3F407AA2059CEA405E4011FC1683391B3F40479DE14CEA405E40C7011CC13D1B3F4096E716EBEA405E40E5452C643F1B3F40C2FD92A3EB405E407A1205FA441B3F401F51E701EB405E406BB2F8F0461B3F407EC0F348E9405E40BD3462D4451B3F403C99ECFBE8405E4030FFD37F4A1B3F40665C1003E9405E4034760F9E4C1B3F40E4501880E9405E404A67C1114F1B3F40086851F6EC405E40C19B37E3541B3F40E286B00AED405E40ABEBFC70571B3F40AA2AE7D3EC405E40EAA8B8F3591B3F400BDBBBE6EB405E403CB8E6465A1B3F40E04FE667E9405E4068E87B44581B3F405605DA6FE6405E40F27B4D75531B3F40E2010DCEE5405E407D6EA4F0551B3F4059279D77E5405E40E8F70AF35A1B3F40046ECE27E3405E40E356AE94681B3F40B4D1C479E1405E40B938B6BA731B3F40CFB1D03DE1405E40BE938A73761B3F40D89C8E49E0405E40B1B053FE861B3F402D3B3C4BDF405E4077C43B1B941B3F4098B358EBDE405E40EC78E40C991B3F40A404B877DE405E40C5FD3CC09F1B3F40ED01FBC8DD405E40AE587FE0A91B3F4032199AABDD405E40DE285069AC1B3F40F18853AAF4405E404CFC795DB01B3F401A11465DFC405E403F5295B6B11B3F40666102BD2A415E409C06BDD4B91B3F40A63D997B2D415E40E90AAF4FBA1B3F40AD78ECD02D415E405DE3F7A4B51B3F4063F259F42D415E40FB346BB5B31B3F40,324,234,qdq2048,居住,朱家角镇,青浦区,否,xsf238,150125.7448,教育,托幼,1000,35,2
幼198,0106000020E6100000010000000103000000010000001000000046C82CDAA0435E40C4DC42D30C1B3F40BC5939BD84435E40C851B856F61A3F40D3F544D785435E4020B8CA13081B3F40419FC893A4435E40BEF561BD511B3F40C2EE2092A4435E40B57826A06B1B3F40773ADBF1A4435E404A99D1DA6B1B3F404560CCF7A7435E4016D283316E1B3F4069BDBA8CA6435E40DC9925DE591B3F407A88E368A5435E40147C8C8F491B3F402B6644AAA4435E406CDC477F3E1B3F40A2A8F7F4A3435E40E0DB9955341B3F40254E5D3FA3435E406F627B602B1B3F40C83BF378A2435E40687EABD0211B3F409F98AAF0A1435E40EC15D9001B1B3F40E417B659A1435E40F2854A0C131B3F4046C82CDAA0435E40C4DC42D30C1B3F40,325,235,qdq2069,居住,朱家角镇,青浦区,否,xsf239,26175.52274,教育,托幼,1000,35,2
幼199,0106000020E6100000010000000103000000010000006B000000D81A0B62F2435E40DA2DB7BFAE1B3F40A19A93DFF1435E40AD5085C4AB1B3F4091CFEF1BF0435E40886A40BEA11B3F40C5210B32EE435E40CA029208981B3F40481DFC39EC435E4068F610768E1B3F40056D4721EA435E401D551E39851B3F40076B89EDE7435E40AD93E7477C1B3F40A066A89FE5435E40231814A6731B3F402D7F9538E3435E40342F2E576B1B3F40A9754CB9E0435E4035E0985E631B3F40F71ED322DE435E408FB098BF5B1B3F406F303976DB435E40D5114D7D541B3F40F8F995B4D8435E402A5CAD9A4D1B3F40CFE309DFD5435E409DC58B1A471B3F40A0E4BEF6D2435E409E4691FF401B3F400686E5FCCF435E4058073D4C3B1B3F4030A7B4F2CC435E4069AFE202361B3F4092A36BD9C9435E403BAFAE25311B3F4088FD4EB2C6435E40C67F9DB62C1B3F40131BA87EC3435E40AFF57FB7281B3F407C13C73FC0435E400E5EF729251B3F405DB200F7BC435E40A5DE790F221B3F409FCED021AA435E406ED4F0C9131B3F40BDB523E1AB435E40DFA32ADA2B1B3F40C1C0EA0FAD435E405876245A3C1B3F40EB407B5BAD435E40E989F653401B3F402B525516AE435E405C0B4C5C4B1B3F40386BEA85AE435E40C0DCE8D8511B3F4084AB38E6AE435E4009AEA324571B3F40E9099077AF435E409850E37D5F1B3F40C4BE7AD1AF435E40992D40AB641B3F4021931863B0435E40FABB7CB86C1B3F4043DD3497B0435E404BE318506F1B3F408CA408C2B0435E40E4A4617A711B3F4069BF7FFEB0435E406046AAFD741B3F4042A90BF7B1435E406B2763CB7F1B3F402C0AF1D5B2435E4019EEBAF6811B3F40E5CCDB48B5435E406ACD82EE831B3F4025273D55B6435E40CE7B13C1841B3F40C43EF404B7435E4093ED7134851B3F40A4AAFCECB7435E40933912E1851B3F407178D687B8435E4082516E88861B3F4098F32C48B9435E409FA0BD47871B3F40118A6AFCB9435E4079A8D405881B3F4006F0A892BA435E4026558893881B3F400E4D194BBB435E4098FE177A891B3F405C598D11BC435E40013BF1308A1B3F40D15E2E70BD435E40C27DC48E8B1B3F40B12CE672C0435E40518A93DD8C1B3F4030CA9E54C1435E40553C5219811B3F4043977053C3435E40AB8CBDDE821B3F4055BE0271C2435E40B08E79AC8E1B3F408E5BD0FCC4435E400D4F55DE901B3F403AD4B5C1C5435E40F14AC885921B3F402B60A5A9C6435E4030D7989B931B3F407DCBE470C7435E406E2A7486941B3F4099079AECC8435E407F096645961B3F409AB9CADBC9435E40EE83C85E971B3F4050DC870DCE435E402BF8D5C49B1B3F405B5521BECE435E4086ADD1809C1B3F400832FDB3CF435E409B38767F9D1B3F408BB5A460D0435E406EA2BE8B9E1B3F4018E1F6FDD0435E40E6D2208E9F1B3F40A763666DD1435E408C7CE762A01B3F40E19E881DD2435E40C54F94C9A11B3F40F3FAE378D3435E40A34A5E06A51B3F402514D805D4435E4056D8E9CEA61B3F40814CD4D7D4435E40EA015B80A91B3F40F2F9CA57D5435E40996AB628AB1B3F40A760F0CDD5435E40F85BF670AD1B3F405196971AD6435E4028D090F1AE1B3F40AFDF3E8CD6435E40CEBA8211B01B3F4046E691E0D7435E40A6AA762CB11B3F409FF2328ED8435E40102EE839B11B3F40DD2CD608D9435E408B29CBEEB11B3F404A6EC17ED9435E40CDE236AAB21B3F405E87C6F3D9435E408DAA0F7FB31B3F40FED0A395DA435E40C547497BB41B3F4006C5CD4BDB435E40BB918A4AB51B3F4068115C6DDC435E40F533FC23B61B3F406DD11AF6DC435E409AB3BD9AB61B3F4060C6E8C7DD435E40A586C944B71B3F40F85B605FDE435E4037943F0DB81B3F40D2330BE6DE435E40269500FDB81B3F40F9064BC1DF435E40E344D64CBA1B3F4009576B60E0435E40D6DF1ADEBA1B3F4040C4051DE1435E40E6077220BA1B3F40196567E5E1435E40C066743FB71B3F402BB95E5FE2435E40D6B52D73B51B3F40597ADBF4E2435E409A886CB9B41B3F40C351B4CFE3435E40897B00CEB51B3F4020AEF81CE5435E40881AE55BB81B3F4028B1439BE5435E40DB8D638CB91B3F4092D579FFE5435E40E00EAA9ABA1B3F40F587666AE6435E4060714AACBC1B3F4061379F0FE7435E400A6C743EBE1B3F40BCE53DE5E7435E403D25925DBF1B3F40F800F8C6E8435E40B68A3698C01B3F40E133BC89EA435E404C7563C3C21B3F401B6F036BEB435E4000708336C31B3F406201643FEC435E40163A70F9C21B3F4031F8DA15ED435E40BB4CD67FC21B3F402C1FBE8EED435E407A4936D5C11B3F40F698F727F0435E40738E2D3DBE1B3F40C9DC90F2F0435E409C497B41BC1B3F4029171A3FF2435E40E61C9703B91B3F40D81A0B62F2435E40DA2DB7BFAE1B3F40,326,236,qdq2049,居住,朱家角镇,青浦区,否,xsf240,60126.38466,教育,托幼,1000,35,2
幼200,0106000020E6100000010000000103000000010000003700000085F95D736B435E40FDF671B5701B3F40D78A8EB16B435E408555441D6C1B3F4090E4E3626C435E40298C4A48691B3F40701C5CBB6C435E40AFC2C44F661B3F40B0C088996D435E407481E3B95E1B3F405FF2746D6E435E40EE7E6FCE561B3F400108D9896E435E4036ACF010531B3F4079D5947C6E435E400C5D87354F1B3F408426E79E6E435E40AA7530D9491B3F40FF902BFE6E435E40D487E787431B3F40F36CD9056F435E400D7A50A3401B3F401269F80C6F435E40570790053F1B3F40C4D93F126F435E40F40BFC9E3D1B3F4022BCD0566F435E40180636C7361B3F4062CFC8A96F435E407E04309D331B3F40DC6B9ECA6F435E40BDEED458311B3F401F1B941C70435E4005C7ECDF2E1B3F405BB82F206F435E402B0D54082E1B3F4091414C4C6D435E40BECA94032C1B3F408401D1806D435E40A8FE99AE291B3F40712D672F6C435E4088377AE1271B3F400136EE5C6B435E40434F89D3261B3F40276BE57967435E40B44C341C411B3F40BF62BA8768435E4076C275D0421B3F4096DF843468435E4007D2A418451B3F40B34335E867435E40C48B1FA9471B3F4094F4C8FD66435E40C88B4E294E1B3F4099BD311A66435E4061A8CCB94C1B3F40447E89A665435E409168B06B4E1B3F40458EE5BA64435E40EEFB313C531B3F40B1E27AF463435E40C2B8539C571B3F40C13698A363435E40F72E9B40591B3F4066F5523C63435E40980F1EF05B1B3F400875B6A462435E40FF7B4220611B3F401F33641962435E4074C8B211631B3F40254286D161435E40122240D6641B3F40704D666F61435E40875F19C66A1B3F40DE21CD2F61435E409463D0A06C1B3F402EA8503760435E406FA7836E761B3F40EC053EF75F435E4043CCB3847B1B3F4032FC94EE5F435E408B3157CA7D1B3F40982D89D15F435E40BD24BF06851B3F4090B8D2B260435E40D780D396851B3F4091A0ED3061435E405964DBF7851B3F40C0789F2B62435E40EC027B7B861B3F402B4BD8D264435E407AA0CE30871B3F400C67447365435E40879DD490861B3F40E0A59A3466435E4078508AB3871B3F400240834F67435E40CB578A73881B3F40CCCFF5FE67435E402A2713A5871B3F40656F0F7B68435E401477AF6B871B3F409AB709E769435E40DB535870871B3F40A4AA8B8F6A435E402E2652827C1B3F4030B4C3F56A435E40F49C0BEF751B3F4085F95D736B435E40FDF671B5701B3F40,327,237,qdq2064,居住,朱家角镇,青浦区,否,xsf241,8159.04849,教育,托幼,1000,35,2
幼201,0106000020E6100000010000000103000000010000000E000000CC2DAEAA97415E40B4F9BDC3111A3F40A37FC72594415E402CA37FE4101A3F40689DF68B93415E400FB9DAAB321A3F40FF22686593415E40FC1E290F361A3F403C42EBBF93415E402A9AA60E351A3F40FCBEC38194415E4024EBF36F321A3F4029D25C2F95415E402C617C922F1A3F408CAF01C795415E40BB86757D2C1A3F40FCC8344796415E400BB2A038291A3F401F8EB3AE96415E40898137CC251A3F403B9879FC96415E407829D740221A3F402539C32F97415E4054C76A9F1E1A3F408121499997415E402A869ACB131A3F40CC2DAEAA97415E40B4F9BDC3111A3F40,328,238,qdq2081,居住,朱家角镇,青浦区,否,xsf242,945.6519054,教育,托幼,1000,35,2
幼202,0106000020E610000001000000010300000001000000280000004F041599DD415E4062667A7BA61A3F403BE38BA6DD415E40663F0B029D1A3F401C7004BCDD415E403F1BBC2B911A3F40569CCB38DF415E40A483A87D231A3F40C45F3B65B9415E40C8E0131F1A1A3F40CCD778989B415E401267F8BC121A3F403288EB659B415E40A966B600191A3F4097E0C4219B415E407E78F2121F1A3F40BBF46FBE9A415E40276D2611251A3F40C26B673C9A415E405682EBF32A1A3F40E9D74B9C99415E40DCD5FCB3301A3F402FF0E2DE98415E408A5F404A361A3F40599C160598415E4012B7CFAF3B1A3F40D517FA6197415E40F50AE1113F1A3F40FBC4BCA996415E40A3593540421A3F40824CBFDD95415E4092DEB534451A3F40AB2588FF94415E409785BAE9471A3F4012ABC01094415E401EBF145A4A1A3F40A0EC311393415E40406B19814C1A3F407544C10892415E40E5C9A95A4E1A3F40384FC4E590415E40CC77A468501A3F4053CE827090415E408FC42011521A3F407539A87EA2415E40D8EDFC17A81A3F4090049983A3415E401A31E49DAC1A3F40D9C9DD9EA4415E40112FE1E3B01A3F40075823CFA5415E40F6AFDFE4B41A3F407ACB0113A7415E40EEDA169CB81A3F40A1A9F568A8415E400D651E05BC1A3F4041D268CFA9415E40B2DEE21BBF1A3F40880BAF44AB415E402634B6DCC11A3F4094300CC7AC415E40AAC34F44C41A3F402CEEB654AE415E40A1DBD54FC61A3F40B984D0EBAF415E403D9EDDFCC71A3F400E1C2C83C8415E406F4492C6DE1A3F40B201492AD6415E40677FE9F7EF1A3F40DC35B1AED7415E40DE35EAAFF11A3F4040C3A23AD9415E404116770FF31A3F40163B69CCDA415E4033340B15F41A3F40EA534F62DC415E407CAB17BFF41A3F404F041599DD415E4062667A7BA61A3F40,329,239,qdq2082,居住,朱家角镇,青浦区,否,xsf243,123212.6117,教育,托幼,1000,35,2
幼203,0106000020E6100000010000000103000000010000001200000097ADCA46F6415E40866FF97DAA1A3F4097FCD2AAF0415E402D43F0CEA81A3F403F3E7943F0415E401AE97395C61A3F40BB141153EF415E40ED9035D80B1B3F40B3EF70E7F2415E4015DFB8CD121B3F401AA43930FB415E40F7762E352A1B3F406327FB5000425E40B15380353A1B3F40D599DA6303425E40C5FB2E5C1D1B3F4079C7ECE503425E408471C1B41A1B3F40C3D7730F06425E4064CCFECC0B1B3F40C57014650B425E40A664A9CD001B3F40979BE1BA0D425E40908454DEF31A3F400A188CAE0F425E4056EC06FDE61A3F4057AEB0B10E425E40871F58E0E31A3F408ADD10140B425E40B0F95F0ECE1A3F4090DD172206425E40A231DD1AC21A3F404CE7E58BFE415E40662BDC74B11A3F4097ADCA46F6415E40866FF97DAA1A3F40,330,240,qdq2086,居住,朱家角镇,青浦区,否,xsf244,28858.16837,教育,托幼,1000,35,2
幼204,0106000020E6100000010000000103000000010000001200000097ADCA46F6415E40866FF97DAA1A3F4097FCD2AAF0415E402D43F0CEA81A3F403F3E7943F0415E401AE97395C61A3F40BB141153EF415E40ED9035D80B1B3F40B3EF70E7F2415E4015DFB8CD121B3F401AA43930FB415E40F7762E352A1B3F406327FB5000425E40B15380353A1B3F40D599DA6303425E40C5FB2E5C1D1B3F4079C7ECE503425E408471C1B41A1B3F40C3D7730F06425E4064CCFECC0B1B3F40C57014650B425E40A664A9CD001B3F40979BE1BA0D425E40908454DEF31A3F400A188CAE0F425E4056EC06FDE61A3F4057AEB0B10E425E40871F58E0E31A3F408ADD10140B425E40B0F95F0ECE1A3F4090DD172206425E40A231DD1AC21A3F404CE7E58BFE415E40662BDC74B11A3F4097ADCA46F6415E40866FF97DAA1A3F40,331,241,qdq2077,居住,朱家角镇,青浦区,否,xsf245,28858.16837,教育,托幼,1000,35,2
幼205,0106000020E6100000010000000103000000010000001200000097ADCA46F6415E40936FF97DAA1A3F4097FCD2AAF0415E403343F0CEA81A3F40443E7943F0415E4027E97395C61A3F40BB141153EF415E40FD9035D80B1B3F40B3EF70E7F2415E401CDFB8CD121B3F4027A43930FB415E40FD762E352A1B3F406327FB5000425E40B15380353A1B3F40CA99DA6303425E40C8FB2E5C1D1B3F4074C7ECE503425E409071C1B41A1B3F40C8D7730F06425E4074CCFECC0B1B3F40C57014650B425E40A664A9CD001B3F40979BE1BA0D425E40978454DEF31A3F400A188CAE0F425E4063EC06FDE61A3F4057AEB0B10E425E40971F58E0E31A3F4090DD10140B425E40B9F95F0ECE1A3F4090DD172206425E40B131DD1AC21A3F4056E7E58BFE415E40762BDC74B11A3F4097ADCA46F6415E40936FF97DAA1A3F40,332,242,qdq2075,居住,朱家角镇,青浦区,否,xsf246,28858.16838,教育,托幼,1000,35,2
幼209,0106000020E61000000100000001030000000100000053000000ABF5D5EF63415E40354D637CC41A3F408CCEDF9062415E402EBB9C93C21A3F403B2D6BB860415E40795D1235BD1A3F405045F80E5E415E4077822DA2B91A3F40CCA7B5EE58415E4010081B7DB11A3F4091BD821358415E40A7211B67B01A3F4082CF2CDD55415E402EEB5987AD1A3F4026C7148754415E402571EFDFAC1A3F405AF22E2553415E40FABA1FEDA91A3F40EAC7BF6F50415E40329FFA24A61A3F40A041A5704F415E4019DAF995A41A3F40A98B83FE4E415E40516310E8A31A3F40600FD3334D415E406F3D3388A21A3F40F005AA124B415E400A0309859E1A3F40CA4D0E124A415E40AD6442009D1A3F405B143BDB48415E402F701E459B1A3F40D1161BEC47415E40FD9E7DF69A1A3F40E1EC7B7746415E40263ED7BF971A3F40E711463845415E40233681ED951A3F40ECAE37A543415E407EC69498931A3F40779285FA42415E4028AC9EC3921A3F40C3C54D4841415E4063C126C08F1A3F40D873B4703F415E408D4D8B108D1A3F40CABB046D3C415E4058B7B082881A3F40286B847C3A415E40BAE4B484851A3F4001EADF6B39415E402C52101D841A3F4012B85A1136415E40AF799E4D7F1A3F40B2332FCF34415E4009F4D87C7D1A3F400146563C30415E4025622F09771A3F4094B13E032A415E408D1BA6586E1A3F40AB81665C29415E40E8A5C0456D1A3F40356F05AF28415E40E03817286C1A3F40DFC9C8E127415E406FC51DCF6A1A3F40A22D402627415E40570C8C91691A3F4039A018C426415E40ED1B83616D1A3F40A308B59626415E40949FBE70711A3F40D8225A8826415E4059DE7B8A751A3F40B153309926415E4050E5C9A3791A3F40A9C408C926415E40B889B6B17D1A3F40F388631727415E40B43A6DA9811A3F402DF4708327415E4001655380851A3F40465C75EA34415E4036C656D2EE1A3F409992C91E36415E40BC2884C3F81A3F40BE40983837415E402DB6DBD8021B3F40355F883738415E40CD55170F0D1B3F402979481B39415E40637CE062171B3F4026F457E039415E407CE4A4A4211B3F40C3D837FD3B415E40DD914F3F231B3F405EEC93C43F415E402D05C77E271B3F4027B0B80240415E40F444C04E261B3F40418CBF8C40415E40D472DD51251B3F400198E64D41415E4002A15D3F261B3F4080D1ACA941415E4057FDE812291B3F4094B052C642415E405760DDC62A1B3F40FB89424C45415E40E0746DAC2C1B3F409333FDB646415E405D56F8042E1B3F400819044849415E4038CC973C301B3F40BF113F4A4E415E40EA5CF0F6341B3F40D359CA9E4F415E40880E1D64361B3F40873FBB9F54415E40BFDE3D753B1B3F40E22A08E557415E406D87BB123E1B3F40391E378F5A415E404AF01013411B3F40BFEC399F5E415E4045C216D0441B3F40BF80E6CB62415E403DE03ABB481B3F4081CEC88364415E40F7100336481B3F4087175E5C66415E401B6457FB451B3F40503CB17968415E405F64CEC4461B3F407E8313AC6D415E40712106064A1B3F40CF725CBB6F415E404F18F4824B1B3F402863C30C70415E4096817719451B3F40900C1E4270415E401B6263A23E1B3F404E6D3D5B70415E409FC26923381B3F40173E0B5870415E40CD013DA2311B3F40C9538B3870415E408DC188242B1B3F404C1B3A9F6E415E40BA8F7309F11A3F40A1580F7F6E415E404488C8D5EA1A3F406B0FD1756E415E403B27999EE41A3F402AE3FF086D415E4064B78A98E41A3F40F34C27BB6A415E40B007EA4DDA1A3F40BF12158068415E40F53A0778D41A3F406334FA2666415E404A26023ACE1A3F406DA9F45D64415E402527D9B4C61A3F40ABF5D5EF63415E40354D637CC41A3F40,333,243,qdq2074,居住,朱家角镇,青浦区,否,xsf247,89157.69656,教育,托幼,1000,35,2
幼210,0106000020E6100000010000000103000000010000000E000000538DCE0E63435E40CCF8E6E7151B3F401577E4F762435E40A0B5398D161B3F407C4F1C1162435E40DD22DFB11C1B3F40147CF21561435E40945B18B1221B3F40AD5CEA0660435E402423BC87281B3F4079E590E45E435E4025D2C4322E1B3F4047361FD860435E4076E2763A311B3F404D74FBBB65435E4035342D24381B3F400A9511ED66435E409B4D9C893C1B3F40F44AE5ED66435E40314D0C42401B3F4078A6649267435E40FD941D463C1B3F4031078B6269435E40ECC0BDD92E1B3F40704B09ED6B435E40CEB171321D1B3F40538DCE0E63435E40CCF8E6E7151B3F40,334,244,qdq2078,居住,朱家角镇,青浦区,否,xsf248,3484.081068,教育,托幼,1000,35,2
幼211,0106000020E6100000010000000103000000010000002100000068E2602194425E404B14818D63193F40AD9B97C38B425E4041AFC8815D193F400331CC1D8A425E403D92D23E5C193F40B2A80D0F8B425E406BF3F0C254193F40F018BABC87425E40788D706A51193F40508F5AC786425E40AD96020759193F4073F91CD284425E408BE76DB556193F4017DADBE482425E40E20A461954193F40BCCF860081425E40B896CF3351193F40826CEEC977425E4092E6880442193F4067C48DBD75425E40F2F260663E193F40037213BD73425E4078E8687C3A193F4031286CC971425E4042916F4836193F401DAD7EE36F425E40BAE565CC31193F408D58005F6E425E4036606DE02D193F408CEA07166B425E401132E6F339193F40D782E7E56C425E406B47780840193F4059249ED570425E406D30F53D4D193F40A4F6A2B772425E403D69638F53193F4065ABC14D81425E40FF6C5B8184193F4024AB54EF83425E40FCF586558D193F4075180C7684425E40C5D891198F193F4061586FD08D425E40ACF8CE7BAE193F40D2D3F88B8F425E40BD295A0CB1193F404E0171598F425E407E7514C7AB193F403B3A0D468F425E40F0EC02B7A6193F401BABD14E8F425E4088268DA5A1193F408D7EAE738F425E4069DCF9999C193F4022EE72B48F425E40D2B3779B97193F404B91C11090425E4003452BB192193F400335158890425E40DF6F10E28D193F400164BF5093425E400B627D236D193F4068E2602194425E404B14818D63193F40,335,245,qdq2089,居住,朱家角镇,青浦区,否,xsf249,17789.3941,教育,托幼,1000,35,2
